"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Users API","1","0","Search users","0"
"0","","0","Users API","1","0","Put user","0"
"0","","0","Users API","1","0","Create user","0"
"0","","0","Users API","1","0","Get user by id","0"
"0","","0","Users API","1","0","Get all users","0"
